NSR:Quay:65138,157629,MOR:Quay:9025915024852404
NSR:Quay:65138,157629,MOR:Quay:9025915024852499
NSR:Quay:65140,157631,MOR:Quay:9025915024295999
NSR:Quay:65140,157631,MOR:Quay:9025915024295901
NSR:Quay:65139,157632,MOR:Quay:9025915034844701
NSR:Quay:65139,157632,MOR:Quay:9025915034844799
NSR:Quay:65141,157633,MOR:Quay:9025915034349002
NSR:Quay:65141,157633,MOR:Quay:9025915034349099
NSR:Quay:65144,157635,MOR:Quay:9025915024299202
NSR:Quay:65144,157635,MOR:Quay:9025915024299299
NSR:Quay:65145,157636,MOR:Quay:9025915024855401
NSR:Quay:65145,157636,MOR:Quay:9025915024855499
NSR:Quay:65149,157639,MOR:Quay:9025915034348799
NSR:Quay:65149,157639,MOR:Quay:9025915034348701
NSR:Quay:65146,3205239,MOR:Quay:9025915034348999
NSR:Quay:65146,3205239,MOR:Quay:9025915034348901
NSR:Quay:65150,157642,MOR:Quay:9025915034844599
NSR:Quay:65150,157642,MOR:Quay:9025915034844502
NSR:Quay:65147,3205240,MOR:Quay:9025915034844602
NSR:Quay:65147,3205240,MOR:Quay:9025915034844699
NSR:Quay:65157,157646,MOR:Quay:9025915063606701
NSR:Quay:65157,157646,MOR:Quay:9025915063606799
NSR:Quay:65152,157645,MOR:Quay:9025915020818499
NSR:Quay:65152,157645,MOR:Quay:9025915020818402
NSR:Quay:65153,157647,MOR:Quay:9025915020233501
NSR:Quay:65153,157647,MOR:Quay:9025915020233599
NSR:Quay:65156,157649,MOR:Quay:9025915034840402
NSR:Quay:65156,157649,MOR:Quay:9025915034840499
NSR:Quay:65158,157650,MOR:Quay:9025915034323799
NSR:Quay:65158,157650,MOR:Quay:9025915034323701
NSR:Quay:65161,157652,MOR:Quay:9025915043521601
NSR:Quay:65161,157652,MOR:Quay:9025915043521699
NSR:Quay:65162,157654,MOR:Quay:9025915034348899
NSR:Quay:65162,157654,MOR:Quay:9025915034348801
NSR:Quay:65164,157656,MOR:Quay:9025915054571201
NSR:Quay:65164,157656,MOR:Quay:9025915054571299
NSR:Quay:65165,157658,MOR:Quay:9025915073794001
NSR:Quay:65165,157658,MOR:Quay:9025915073794099
NSR:Quay:65167,157659,MOR:Quay:9025915073550699
NSR:Quay:65167,157659,MOR:Quay:9025915073550601
NSR:Quay:65169,157663,MOR:Quay:9025915054570199
NSR:Quay:65169,157663,MOR:Quay:9025915054570102
NSR:Quay:65172,157662,MOR:Quay:9025915019551099
NSR:Quay:65170,157664,MOR:Quay:9025915054862701
NSR:Quay:65170,157664,MOR:Quay:9025915054862799
NSR:Quay:65174,157666,MOR:Quay:9025915054862899
NSR:Quay:65174,157666,MOR:Quay:9025915054862802
NSR:Quay:65175,157667,MOR:Quay:9025915054570399
NSR:Quay:65175,157667,MOR:Quay:9025915054570301
NSR:Quay:65181,157670,MOR:Quay:9025915066682099
NSR:Quay:65181,157670,MOR:Quay:9025915066682001
NSR:Quay:65191,157674,MOR:Quay:9025915004000999
NSR:Quay:65191,157674,MOR:Quay:9025915004000902
NSR:Quay:65196,157676,MOR:Quay:9025915029029399
NSR:Quay:65196,157676,MOR:Quay:9025915029029301
NSR:Quay:65197,157677,MOR:Quay:9025915029342599
NSR:Quay:65197,157677,MOR:Quay:9025915029342501
NSR:Quay:65203,157679,MOR:Quay:9025915026298899
NSR:Quay:65203,157679,MOR:Quay:9025915026298801
NSR:Quay:65208,157682,MOR:Quay:9025915026301302
NSR:Quay:65208,157682,MOR:Quay:9025915026301399
NSR:Quay:65224,157691,MOR:Quay:9025915005712401
NSR:Quay:65224,157691,MOR:Quay:9025915005712499
NSR:Quay:65236,157692,MOR:Quay:9025915005552999
NSR:Quay:65241,157696,MOR:Quay:9025915015552899
NSR:Quay:65244,157699,MOR:Quay:9025915023290701
NSR:Quay:65244,157699,MOR:Quay:9025915023290799
NSR:Quay:65245,157700,MOR:Quay:9025915023490706
NSR:Quay:65245,157700,MOR:Quay:9025915023490799
NSR:Quay:65264,2241094,MOR:Quay:9025915032801701
NSR:Quay:65264,2241094,MOR:Quay:9025915032801799
NSR:Quay:65265,2241096,MOR:Quay:9025915032042701
NSR:Quay:65265,2241096,MOR:Quay:9025915032042799
NSR:Quay:65266,2241097,MOR:Quay:9025915032040201
NSR:Quay:65266,2241097,MOR:Quay:9025915032040299
NSR:Quay:65270,157711,MOR:Quay:9025915032040501
NSR:Quay:65270,157711,MOR:Quay:9025915032040599
NSR:Quay:65274,157713,MOR:Quay:9025915031360601
NSR:Quay:65274,157713,MOR:Quay:9025915031360699
NSR:Quay:65275,157716,MOR:Quay:9025915031807602
NSR:Quay:65275,157716,MOR:Quay:9025915031807699
NSR:Quay:65279,157715,MOR:Quay:9025915005712299
NSR:Quay:65279,157715,MOR:Quay:9025915005712201
NSR:Quay:65285,157718,MOR:Quay:9025915076773099
NSR:Quay:65285,157718,MOR:Quay:9025915076773001
NSR:Quay:65293,157720,MOR:Quay:9025915031350501
NSR:Quay:65293,157720,MOR:Quay:9025915031350599
NSR:Quay:65296,157723,MOR:Quay:9025915023292901
NSR:Quay:65296,157723,MOR:Quay:9025915023292999
NSR:Quay:65297,157724,MOR:Quay:9025915023898302
NSR:Quay:65297,157724,MOR:Quay:9025915023898399
NSR:Quay:65308,157728,MOR:Quay:9025915032035201
NSR:Quay:65308,157728,MOR:Quay:9025915032035299
NSR:Quay:65310,157729,MOR:Quay:9025915032046301
NSR:Quay:65310,157729,MOR:Quay:9025915032046399
NSR:Quay:65325,157735,MOR:Quay:9025915024855502
NSR:Quay:65325,157735,MOR:Quay:9025915024855599
NSR:Quay:65326,157736,MOR:Quay:9025915024299399
NSR:Quay:65326,157736,MOR:Quay:9025915024299301
NSR:Quay:65335,157740,MOR:Quay:9025915024299499
NSR:Quay:65335,157740,MOR:Quay:9025915024299402
NSR:Quay:65336,157741,MOR:Quay:9025915024855699
NSR:Quay:65336,157741,MOR:Quay:9025915024855601
NSR:Quay:65350,157747,MOR:Quay:9025915024297701
NSR:Quay:65350,157747,MOR:Quay:9025915024297799
NSR:Quay:65360,157752,MOR:Quay:9025915024297601
NSR:Quay:65360,157752,MOR:Quay:9025915024297699
NSR:Quay:65363,157754,MOR:Quay:9025915024296099
NSR:Quay:65363,157754,MOR:Quay:9025915024296001
NSR:Quay:65364,157755,MOR:Quay:9025915024852506
NSR:Quay:65364,157755,MOR:Quay:9025915024852599
NSR:Quay:65375,157758,MOR:Quay:9025915029550399
NSR:Quay:65378,157761,MOR:Quay:9025915048600899
NSR:Quay:65378,157761,MOR:Quay:9025915048600801
NSR:Quay:65383,157763,MOR:Quay:9025915071647699
NSR:Quay:65383,157763,MOR:Quay:9025915071647601
NSR:Quay:65388,157765,MOR:Quay:9025915071648299
NSR:Quay:65388,157765,MOR:Quay:9025915071648201
NSR:Quay:65392,157767,MOR:Quay:9025915071653799
NSR:Quay:65392,157767,MOR:Quay:9025915071653701
NSR:Quay:65192,157775,MOR:Quay:9025915076769099
NSR:Quay:65192,157775,MOR:Quay:9025915076769001
NSR:Quay:65200,157777,MOR:Quay:9025915024298199
NSR:Quay:65200,157777,MOR:Quay:9025915024298102
NSR:Quay:65201,157778,MOR:Quay:9025915024854401
NSR:Quay:65201,157778,MOR:Quay:9025915024854499
NSR:Quay:65205,157780,MOR:Quay:9025915024293199
NSR:Quay:65205,157780,MOR:Quay:9025915024293101
NSR:Quay:65206,157781,MOR:Quay:9025915024851099
NSR:Quay:65206,157781,MOR:Quay:9025915024851002
NSR:Quay:65211,157783,MOR:Quay:9025915024854699
NSR:Quay:65211,157783,MOR:Quay:9025915024854601
NSR:Quay:65212,157784,MOR:Quay:9025915024298302
NSR:Quay:65212,157784,MOR:Quay:9025915024298399
NSR:Quay:65218,157786,MOR:Quay:9025915024854599
NSR:Quay:65218,157786,MOR:Quay:9025915024854502
NSR:Quay:65219,157787,MOR:Quay:9025915024298299
NSR:Quay:65219,157787,MOR:Quay:9025915024298201
NSR:Quay:65243,157797,MOR:Quay:9025915019221099
NSR:Quay:65243,157797,MOR:Quay:9025915019221001
NSR:Quay:65255,157802,MOR:Quay:9025915023390799
NSR:Quay:65255,157802,MOR:Quay:9025915023390704
NSR:Quay:65256,157803,MOR:Quay:9025915023790799
NSR:Quay:65256,157803,MOR:Quay:9025915023790703
NSR:Quay:65263,157805,MOR:Quay:9025915063551599
NSR:Quay:65282,157814,MOR:Quay:9025915015150303
NSR:Quay:65282,157814,MOR:Quay:9025915015150399
NSR:Quay:65289,3582485,MOR:Quay:9025915002700099
NSR:Quay:65289,3582485,MOR:Quay:9025915002700001
NSR:Quay:65283,157815,MOR:Quay:9025915015147002
NSR:Quay:65283,157815,MOR:Quay:9025915015147099
NSR:Quay:65291,3582486,MOR:Quay:9025915002859999
NSR:Quay:65291,3582486,MOR:Quay:9025915002859902
NSR:Quay:65298,157820,MOR:Quay:9025915002854699
NSR:Quay:65298,157820,MOR:Quay:9025915002854601
NSR:Quay:65299,157822,MOR:Quay:9025915002504299
NSR:Quay:65299,157822,MOR:Quay:9025915002504202
NSR:Quay:65317,157826,MOR:Quay:9025915002504399
NSR:Quay:65317,157826,MOR:Quay:9025915002504302
NSR:Quay:65318,157827,MOR:Quay:9025915002854799
NSR:Quay:65318,157827,MOR:Quay:9025915002854701
NSR:Quay:65322,157829,MOR:Quay:9025915004020599
NSR:Quay:65322,157829,MOR:Quay:9025915004020501
NSR:Quay:65323,157830,MOR:Quay:9025915004833101
NSR:Quay:65323,157830,MOR:Quay:9025915004833199
NSR:Quay:65330,157834,MOR:Quay:9025915039854899
NSR:Quay:65330,157834,MOR:Quay:9025915039854802
NSR:Quay:65331,157836,MOR:Quay:9025915039500501
NSR:Quay:65331,157836,MOR:Quay:9025915039500599
NSR:Quay:65357,157843,MOR:Quay:9025915054571499
NSR:Quay:65357,157843,MOR:Quay:9025915054571401
NSR:Quay:65379,157852,MOR:Quay:9025915017101499
NSR:Quay:65379,157852,MOR:Quay:9025915017101401
NSR:Quay:65380,157853,MOR:Quay:9025915017803504
NSR:Quay:65380,157853,MOR:Quay:9025915017803599
NSR:Quay:65394,157862,MOR:Quay:9025915005905401
NSR:Quay:65394,157862,MOR:Quay:9025915005905499
NSR:Quay:65398,157864,MOR:Quay:9025915054861599
NSR:Quay:65398,157864,MOR:Quay:9025915054861501
NSR:Quay:65399,157865,MOR:Quay:9025915054566502
NSR:Quay:65399,157865,MOR:Quay:9025915054566599
NSR:Quay:65410,157869,MOR:Quay:9025915063610499
NSR:Quay:65410,157869,MOR:Quay:9025915063610401
NSR:Quay:65404,157868,MOR:Quay:9025915024296399
NSR:Quay:65404,157868,MOR:Quay:9025915024296301
NSR:Quay:65411,157871,MOR:Quay:9025915063861902
NSR:Quay:65411,157871,MOR:Quay:9025915063861999
NSR:Quay:65405,157870,MOR:Quay:9025915024852899
NSR:Quay:65405,157870,MOR:Quay:9025915024852802
NSR:Quay:65415,157873,MOR:Quay:9025915063550599
NSR:Quay:65401,157876,MOR:Quay:9025915034347599
NSR:Quay:65401,157876,MOR:Quay:9025915034347501
NSR:Quay:65395,157878,MOR:Quay:9025915004827699
NSR:Quay:65395,157878,MOR:Quay:9025915004827602
NSR:Quay:65402,157879,MOR:Quay:9025915034843702
NSR:Quay:65402,157879,MOR:Quay:9025915034843799
NSR:Quay:65396,157882,MOR:Quay:9025915004017699
NSR:Quay:65396,157882,MOR:Quay:9025915004017601
NSR:Quay:65421,157885,MOR:Quay:9025915014802602
NSR:Quay:65421,157885,MOR:Quay:9025915014802699
NSR:Quay:65422,157887,MOR:Quay:9025915014129299
NSR:Quay:65422,157887,MOR:Quay:9025915014129201
NSR:Quay:65416,157888,MOR:Quay:9025915048577199
NSR:Quay:65416,157888,MOR:Quay:9025915048577101
NSR:Quay:65425,157890,MOR:Quay:9025915016108401
NSR:Quay:65425,157890,MOR:Quay:9025915016108499
NSR:Quay:65428,157892,MOR:Quay:9025915016108399
NSR:Quay:65428,157892,MOR:Quay:9025915016108301
NSR:Quay:65433,157894,MOR:Quay:9025915016120002
NSR:Quay:65433,157894,MOR:Quay:9025915016120099
NSR:Quay:65434,157895,MOR:Quay:9025915016108501
NSR:Quay:65434,157895,MOR:Quay:9025915016108599
NSR:Quay:65440,157897,MOR:Quay:9025915060640601
NSR:Quay:65440,157897,MOR:Quay:9025915060640699
NSR:Quay:65443,157899,MOR:Quay:9025915020820102
NSR:Quay:65443,157899,MOR:Quay:9025915020820199
NSR:Quay:65448,157901,MOR:Quay:9025915020273001
NSR:Quay:65448,157901,MOR:Quay:9025915020273099
NSR:Quay:65444,157902,MOR:Quay:9025915020273301
NSR:Quay:65444,157902,MOR:Quay:9025915020273399
NSR:Quay:65454,157906,MOR:Quay:9025915020273201
NSR:Quay:65454,157906,MOR:Quay:9025915020273299
NSR:Quay:65459,157908,MOR:Quay:9025915020201299
NSR:Quay:65459,157908,MOR:Quay:9025915020201201
NSR:Quay:65467,157907,MOR:Quay:9025915020808899
NSR:Quay:65467,157907,MOR:Quay:9025915020808802
NSR:Quay:65468,157909,MOR:Quay:9025915020201099
NSR:Quay:65468,157909,MOR:Quay:9025915020201001
NSR:Quay:65460,157910,MOR:Quay:9025915020809002
NSR:Quay:65460,157910,MOR:Quay:9025915020809099
NSR:Quay:65472,157912,MOR:Quay:9025915020201499
NSR:Quay:65472,157912,MOR:Quay:9025915020201401
NSR:Quay:65473,157913,MOR:Quay:9025915020809299
NSR:Quay:65473,157913,MOR:Quay:9025915020809202
NSR:Quay:65482,157919,MOR:Quay:9025915020201899
NSR:Quay:65482,157919,MOR:Quay:9025915020201801
NSR:Quay:65485,157921,MOR:Quay:9025915020809402
NSR:Quay:65485,157921,MOR:Quay:9025915020809499
NSR:Quay:65490,157922,MOR:Quay:9025915020201999
NSR:Quay:65490,157922,MOR:Quay:9025915020201901
NSR:Quay:65491,157925,MOR:Quay:9025915020809599
NSR:Quay:65491,157925,MOR:Quay:9025915020809502
NSR:Quay:65496,157926,MOR:Quay:9025915057526999
NSR:Quay:65496,157926,MOR:Quay:9025915057526901
NSR:Quay:65497,157928,MOR:Quay:9025915057533302
NSR:Quay:65497,157928,MOR:Quay:9025915057533399
NSR:Quay:65505,157930,MOR:Quay:9025915019222699
NSR:Quay:65505,157930,MOR:Quay:9025915019222601
NSR:Quay:65507,157932,MOR:Quay:9025915020231902
NSR:Quay:65507,157932,MOR:Quay:9025915020231999
NSR:Quay:65513,157934,MOR:Quay:9025915048625201
NSR:Quay:65513,157934,MOR:Quay:9025915048625299
NSR:Quay:65514,157935,MOR:Quay:9025915048583801
NSR:Quay:65514,157935,MOR:Quay:9025915048583899
NSR:Quay:65518,157938,MOR:Quay:9025915051601702
NSR:Quay:65518,157938,MOR:Quay:9025915051601799
NSR:Quay:65524,157939,MOR:Quay:9025915051561601
NSR:Quay:65524,157939,MOR:Quay:9025915051561699
NSR:Quay:65529,157941,MOR:Quay:9025915043525199
NSR:Quay:65529,157941,MOR:Quay:9025915043525101
NSR:Quay:65532,157943,MOR:Quay:9025915060632799
NSR:Quay:65532,157943,MOR:Quay:9025915060632701
NSR:Quay:65537,157946,MOR:Quay:9025915054572699
NSR:Quay:65537,157946,MOR:Quay:9025915054572601
NSR:Quay:65542,157947,MOR:Quay:9025915060640499
NSR:Quay:65542,157947,MOR:Quay:9025915060640401
NSR:Quay:65545,157949,MOR:Quay:9025915034322599
NSR:Quay:65545,157949,MOR:Quay:9025915034322501
NSR:Quay:65546,157950,MOR:Quay:9025915034838899
NSR:Quay:65546,157950,MOR:Quay:9025915034838802
NSR:Quay:65551,3076925,MOR:Quay:9025915020274501
NSR:Quay:65551,3076925,MOR:Quay:9025915020274599
NSR:Quay:65554,3076926,MOR:Quay:9025915020821102
NSR:Quay:65554,3076926,MOR:Quay:9025915020821199
NSR:Quay:65558,157956,MOR:Quay:9025915020274601
NSR:Quay:65558,157956,MOR:Quay:9025915020274699
NSR:Quay:65559,157957,MOR:Quay:9025915020821299
NSR:Quay:65559,157957,MOR:Quay:9025915020821202
NSR:Quay:65575,157966,MOR:Quay:9025915034347401
NSR:Quay:65575,157966,MOR:Quay:9025915034347499
NSR:Quay:65576,157968,MOR:Quay:9025915034843602
NSR:Quay:65576,157968,MOR:Quay:9025915034843699
NSR:Quay:65582,157969,MOR:Quay:9025915034843599
NSR:Quay:65582,157969,MOR:Quay:9025915034843502
NSR:Quay:65583,157970,MOR:Quay:9025915034347399
NSR:Quay:65583,157970,MOR:Quay:9025915034347301
NSR:Quay:65586,157972,MOR:Quay:9025915034322002
NSR:Quay:65586,157972,MOR:Quay:9025915034322099
NSR:Quay:65587,157973,MOR:Quay:9025915034838399
NSR:Quay:65587,157973,MOR:Quay:9025915034838301
NSR:Quay:65591,157975,MOR:Quay:9025915060650701
NSR:Quay:65591,157975,MOR:Quay:9025915060650799
NSR:Quay:65424,157978,MOR:Quay:9025915048589201
NSR:Quay:65424,157978,MOR:Quay:9025915048589299
NSR:Quay:65418,157979,MOR:Quay:9025915035847201
NSR:Quay:65418,157979,MOR:Quay:9025915035847299
NSR:Quay:65419,157980,MOR:Quay:9025915035420199
NSR:Quay:65419,157980,MOR:Quay:9025915035420102
NSR:Quay:65431,157982,MOR:Quay:9025915057526899
NSR:Quay:65431,157982,MOR:Quay:9025915057526801
NSR:Quay:65435,157984,MOR:Quay:9025915057533202
NSR:Quay:65435,157984,MOR:Quay:9025915057533299
NSR:Quay:65436,157985,MOR:Quay:9025915057526799
NSR:Quay:65436,157985,MOR:Quay:9025915057526701
NSR:Quay:65441,157987,MOR:Quay:9025915048618199
NSR:Quay:65441,157987,MOR:Quay:9025915048618101
NSR:Quay:65445,157989,MOR:Quay:9025915004037099
NSR:Quay:65445,157989,MOR:Quay:9025915004037001
NSR:Quay:65449,157991,MOR:Quay:9025915004820502
NSR:Quay:65449,157991,MOR:Quay:9025915004820599
NSR:Quay:65451,157992,MOR:Quay:9025915004001401
NSR:Quay:65451,157992,MOR:Quay:9025915004001499
NSR:Quay:65455,157994,MOR:Quay:9025915004001501
NSR:Quay:65455,157994,MOR:Quay:9025915004001599
NSR:Quay:65458,157996,MOR:Quay:9025915004037101
NSR:Quay:65458,157996,MOR:Quay:9025915004037199
NSR:Quay:65463,157998,MOR:Quay:9025915034306901
NSR:Quay:65463,157998,MOR:Quay:9025915034306999
NSR:Quay:65466,157999,MOR:Quay:9025915034835899
NSR:Quay:65466,157999,MOR:Quay:9025915034835802
NSR:Quay:65471,158001,MOR:Quay:9025915016108601
NSR:Quay:65471,158001,MOR:Quay:9025915016108699
NSR:Quay:65483,158010,MOR:Quay:9025915047576199
NSR:Quay:65483,158010,MOR:Quay:9025915047576101
NSR:Quay:65508,158018,MOR:Quay:9025915025856502
NSR:Quay:65508,158018,MOR:Quay:9025915025856599
NSR:Quay:65510,158019,MOR:Quay:9025915025294201
NSR:Quay:65510,158019,MOR:Quay:9025915025294299
NSR:Quay:65515,158022,MOR:Quay:9025915039421299
NSR:Quay:65515,158022,MOR:Quay:9025915039421201
NSR:Quay:65526,158027,MOR:Quay:9025915025857599
NSR:Quay:65526,158027,MOR:Quay:9025915025857501
NSR:Quay:65525,158030,MOR:Quay:9025915025295902
NSR:Quay:65525,158030,MOR:Quay:9025915025295999
NSR:Quay:65540,158032,MOR:Quay:9025915020815699
NSR:Quay:65540,158032,MOR:Quay:9025915020815602
NSR:Quay:65541,158033,MOR:Quay:9025915020230299
NSR:Quay:65541,158033,MOR:Quay:9025915020230201
NSR:Quay:65547,158035,MOR:Quay:9025915031352199
NSR:Quay:65547,158035,MOR:Quay:9025915031352101
NSR:Quay:65548,158036,MOR:Quay:9025915031806102
NSR:Quay:65548,158036,MOR:Quay:9025915031806199
NSR:Quay:65552,158038,MOR:Quay:9025915043525601
NSR:Quay:65552,158038,MOR:Quay:9025915043525699
NSR:Quay:65555,158042,MOR:Quay:9025915048613202
NSR:Quay:65555,158042,MOR:Quay:9025915048613299
NSR:Quay:65560,158041,MOR:Quay:9025915047851802
NSR:Quay:65560,158041,MOR:Quay:9025915047851899
NSR:Quay:65562,158043,MOR:Quay:9025915047588399
NSR:Quay:65562,158043,MOR:Quay:9025915047588301
NSR:Quay:65556,158044,MOR:Quay:9025915048576099
NSR:Quay:65556,158044,MOR:Quay:9025915048576001
NSR:Quay:65567,158046,MOR:Quay:9025915047852201
NSR:Quay:65567,158046,MOR:Quay:9025915047852299
NSR:Quay:65571,158048,MOR:Quay:9025915047852099
NSR:Quay:65571,158048,MOR:Quay:9025915047852002
NSR:Quay:65572,158049,MOR:Quay:9025915047588699
NSR:Quay:65572,158049,MOR:Quay:9025915047588601
NSR:Quay:65584,158056,MOR:Quay:9025915039451001
NSR:Quay:65584,158056,MOR:Quay:9025915039451099
NSR:Quay:65588,158057,MOR:Quay:9025915060636101
NSR:Quay:65588,158057,MOR:Quay:9025915060636199
NSR:Quay:65598,158063,MOR:Quay:9025915016550699
NSR:Quay:65592,158061,MOR:Quay:9025915034841699
NSR:Quay:65592,158061,MOR:Quay:9025915034841602
NSR:Quay:65605,158062,MOR:Quay:9025915016109501
NSR:Quay:65605,158062,MOR:Quay:9025915016109599
NSR:Quay:65593,158064,MOR:Quay:9025915034325101
NSR:Quay:65593,158064,MOR:Quay:9025915034325199
NSR:Quay:65606,158065,MOR:Quay:9025915016120502
NSR:Quay:65606,158065,MOR:Quay:9025915016120599
NSR:Quay:65600,158066,MOR:Quay:9025915016550799
NSR:Quay:65634,158076,MOR:Quay:9025915031806002
NSR:Quay:65634,158076,MOR:Quay:9025915031806099
NSR:Quay:65637,158077,MOR:Quay:9025915031352099
NSR:Quay:65637,158077,MOR:Quay:9025915031352001
NSR:Quay:65639,158078,MOR:Quay:9025915031550899
NSR:Quay:65643,158080,MOR:Quay:9025915031353199
NSR:Quay:65643,158080,MOR:Quay:9025915031353101
NSR:Quay:65644,158082,MOR:Quay:9025915031806799
NSR:Quay:65644,158082,MOR:Quay:9025915031806702
NSR:Quay:65603,158083,MOR:Quay:9025915054860699
NSR:Quay:65603,158083,MOR:Quay:9025915054860602
NSR:Quay:65604,158084,MOR:Quay:9025915054564101
NSR:Quay:65604,158084,MOR:Quay:9025915054564199
NSR:Quay:65609,158086,MOR:Quay:9025915039856002
NSR:Quay:65609,158086,MOR:Quay:9025915039856099
NSR:Quay:65610,158087,MOR:Quay:9025915039509001
NSR:Quay:65610,158087,MOR:Quay:9025915039509099
NSR:Quay:65614,158089,MOR:Quay:9025915031805899
NSR:Quay:65614,158089,MOR:Quay:9025915031805802
NSR:Quay:65617,158090,MOR:Quay:9025915031351501
NSR:Quay:65617,158090,MOR:Quay:9025915031351599
NSR:Quay:65618,158092,MOR:Quay:9025915031805799
NSR:Quay:65618,158092,MOR:Quay:9025915031805702
NSR:Quay:65620,158093,MOR:Quay:9025915031351401
NSR:Quay:65620,158093,MOR:Quay:9025915031351499
NSR:Quay:65622,158095,MOR:Quay:9025915011152601
NSR:Quay:65622,158095,MOR:Quay:9025915011152699
NSR:Quay:65623,158096,MOR:Quay:9025915011801002
NSR:Quay:65623,158096,MOR:Quay:9025915011801099
NSR:Quay:65628,158098,MOR:Quay:9025915020273601
